timestamp,Tag ID,x,y,z,qx,qy,qz,qw
0.5912480354309082,0,0.02182768580137922,0.054864927357871636,0.14810347873408378,0.9993658638037556,0.999431275953021,0.9998379572859183,0.009585128232757003
0.7581496238708496,0,0.021821826884475887,0.0548414441105922,0.14804965322277366,0.999325736872444,0.9994143363879954,0.9998145176242,0.009569797892702184
0.7864956855773926,0,0.02183139509549297,0.05486998523048482,0.14812600014684016,0.9993445607645893,0.9994267294553355,0.9998322308469063,0.008992963695919832
0.8125460147857666,0,0.021836596225256757,0.05488134109583081,0.14815840663148488,0.9994212120559612,0.9994648210055501,0.9998894750479694,0.007982331029404576
0.8384113311767578,0,0.021827391130328198,0.05485981914945586,0.14809274803439282,0.9993347620532396,0.9994287833810395,0.9998222052220087,0.00888294886263541
0.8642666339874268,0,0.021826298167711405,0.05485857564321964,0.14808959120743942,0.9993437250357949,0.9994237132556437,0.9998343509048945,0.008997732704029624
0.897442102432251,0,0.021828546282888956,0.05486644681821445,0.14810992524119226,0.9993442547604529,0.9994213660531606,0.9998228118530627,0.009742826276112563
0.9308204650878906,0,0.021832906348047743,0.05487483177330855,0.14813550751890558,0.9993262687850134,0.9994232193467203,0.9998225325823997,0.008700194611614837
0.9649736881256104,0,0.02183361366441596,0.05487795989694162,0.14814029155334685,0.9993226307132712,0.9994260233162299,0.9998105633428181,0.008995504605001467
0.9980988502502441,0,0.021840356707649774,0.054895694021119844,0.1481885970686469,0.9993572555368697,0.9994315545641895,0.9998476362766893,0.008588969557022383
1.0301196575164795,0,0.021840749627410512,0.05488907060281496,0.14816919908154413,0.9993293149578055,0.9994208427041338,0.9998274561819867,0.008732607178293429
1.064009428024292,0,0.021828955738845874,0.05486587496975449,0.14810895984564715,0.9993130267250709,0.9994088637590115,0.9997979273231695,0.010022069502811506
1.1001288890838623,0,0.021847887608172824,0.05491126069214375,0.14823219465865417,0.9993359874390234,0.9994361324385442,0.9998446877168546,0.007164461085320701
1.130789041519165,0,0.021842645918206827,0.054893716828986694,0.14818762257490095,0.9993041581655151,0.9994195479197235,0.9998106075526577,0.008313126062989978
1.168017864227295,0,0.021830545512864605,0.054860719479556196,0.14809168226817448,0.9992805905437646,0.9994040106035851,0.9997850527259157,0.009260050111355566
1.212714672088623,0,0.02183702885110241,0.0548859688756297,0.1481629325286018,0.9993075103031674,0.9994154054521001,0.9998150299801223,0.00849485193560347
1.253037929534912,0,0.021845118043756915,0.0549013623537282,0.14820601958056204,0.9992866613042897,0.9994197174615098,0.9998175912072014,0.006727811100708565
1.279789924621582,0,0.021848935230734313,0.05491180653588394,0.1482321036144017,0.9992893157992332,0.9994175073081187,0.9998219636807375,0.006766602761721006
1.302612543106079,0,0.0218475198290837,0.054910985384869326,0.14822958820958515,0.9993198020256472,0.9994383763385972,0.9998392324417787,0.006219728642810989
1.3291146755218506,0,0.02184420499914303,0.05490189606756734,0.14820090036486858,0.9993279432207531,0.9994270558490034,0.9998299748354151,0.008150527748910867
1.3642675876617432,0,0.021833583277333934,0.054874495717861946,0.1481332722687246,0.9992677594984061,0.9994060034540998,0.9997950008167656,0.007858638932668251
1.3964779376983643,0,0.021842321216972525,0.05489087404835985,0.14817913469478128,0.999295250401553,0.9994201380055473,0.999818137224176,0.007256001866594124
1.4314625263214111,0,0.021841862342211173,0.05489774769182688,0.14819895428872876,0.9992952668005595,0.9994184724743702,0.9998226920635686,0.007065436869032535
1.4634532928466797,0,0.021841255152205072,0.05489610189688101,0.14819352352717258,0.9993903047326953,0.9994563290780044,0.9998796446052912,0.0071503937033055584
1.497532606124878,0,0.02183359996013619,0.05487775562393821,0.14814439602956936,0.9992998437446804,0.999417638855095,0.9998191230608022,0.007654148656207799
1.5313127040863037,0,0.021836937247113615,0.05488497289592316,0.14816508138647655,0.9992889346047558,0.9994134549576635,0.999819778021252,0.007170204802439771
1.5638706684112549,0,0.021834721347244183,0.05487457041930188,0.1481361196153664,0.9992279383993656,0.999401678351698,0.9997660167145243,0.007419756971426073
